,index,gene,pagerank_score,source_disease,ensembl_gene_id,druggability_tier,hgnc_names,chr_b37,start_b37,end_b37,strand,description,no_of_gwas_regions,small_mol_druggable,bio_druggable,adme_gene
15,15,GRIN2A,0.0085336176083661,BipolarDisorder,ENSG00000183454,Tier 1,GRIN2A,16,9852376.0,10276611.0,-1.0,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]",3.0,1.0,1.0,1.0
15,15,GRIN2A,0.0085336176083661,MajorDepressiveDisorder,ENSG00000183454,Tier 1,GRIN2A,16,9852376.0,10276611.0,-1.0,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]",3.0,1.0,1.0,1.0
15,15,GRIN2A,0.0085336176083661,OCD,ENSG00000183454,Tier 1,GRIN2A,16,9852376.0,10276611.0,-1.0,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]",3.0,1.0,1.0,1.0
15,15,GRIN2A,0.0085336176083661,SCZ,ENSG00000183454,Tier 1,GRIN2A,16,9852376.0,10276611.0,-1.0,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]",3.0,1.0,1.0,1.0
15,15,GRIN2A,0.0085336176083661,Tourette,ENSG00000183454,Tier 1,GRIN2A,16,9852376.0,10276611.0,-1.0,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]",3.0,1.0,1.0,1.0
19,19,NEGR1,0.0074839039875977,AD,ENSG00000172260,Tier 3A,NEGR1,1,71861623.0,72748417.0,-1.0,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10.0,1.0,1.0,1.0
19,19,NEGR1,0.0074839039875977,AnorexiaNervosa,ENSG00000172260,Tier 3A,NEGR1,1,71861623.0,72748417.0,-1.0,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10.0,1.0,1.0,1.0
19,19,NEGR1,0.0074839039875977,BipolarDisorder,ENSG00000172260,Tier 3A,NEGR1,1,71861623.0,72748417.0,-1.0,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10.0,1.0,1.0,1.0
19,19,NEGR1,0.0074839039875977,MajorDepressiveDisorder,ENSG00000172260,Tier 3A,NEGR1,1,71861623.0,72748417.0,-1.0,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10.0,1.0,1.0,1.0
19,19,NEGR1,0.0074839039875977,OCD,ENSG00000172260,Tier 3A,NEGR1,1,71861623.0,72748417.0,-1.0,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10.0,1.0,1.0,1.0
19,19,NEGR1,0.0074839039875977,SCZ,ENSG00000172260,Tier 3A,NEGR1,1,71861623.0,72748417.0,-1.0,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10.0,1.0,1.0,1.0
19,19,NEGR1,0.0074839039875977,Tourette,ENSG00000172260,Tier 3A,NEGR1,1,71861623.0,72748417.0,-1.0,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10.0,1.0,1.0,1.0
21,21,ESR2,0.0074839039875977,AD,ENSG00000140009,Tier 1,ESR2,14,64550950.0,64804830.0,-1.0,estrogen receptor 2 (ER beta) [Source:HGNC Symbol;Acc:3468],1.0,1.0,1.0,1.0
21,21,ESR2,0.0074839039875977,AnorexiaNervosa,ENSG00000140009,Tier 1,ESR2,14,64550950.0,64804830.0,-1.0,estrogen receptor 2 (ER beta) [Source:HGNC Symbol;Acc:3468],1.0,1.0,1.0,1.0
21,21,ESR2,0.0074839039875977,BipolarDisorder,ENSG00000140009,Tier 1,ESR2,14,64550950.0,64804830.0,-1.0,estrogen receptor 2 (ER beta) [Source:HGNC Symbol;Acc:3468],1.0,1.0,1.0,1.0
21,21,ESR2,0.0074839039875977,MajorDepressiveDisorder,ENSG00000140009,Tier 1,ESR2,14,64550950.0,64804830.0,-1.0,estrogen receptor 2 (ER beta) [Source:HGNC Symbol;Acc:3468],1.0,1.0,1.0,1.0
21,21,ESR2,0.0074839039875977,OCD,ENSG00000140009,Tier 1,ESR2,14,64550950.0,64804830.0,-1.0,estrogen receptor 2 (ER beta) [Source:HGNC Symbol;Acc:3468],1.0,1.0,1.0,1.0
21,21,ESR2,0.0074839039875977,SCZ,ENSG00000140009,Tier 1,ESR2,14,64550950.0,64804830.0,-1.0,estrogen receptor 2 (ER beta) [Source:HGNC Symbol;Acc:3468],1.0,1.0,1.0,1.0
21,21,ESR2,0.0074839039875977,Tourette,ENSG00000140009,Tier 1,ESR2,14,64550950.0,64804830.0,-1.0,estrogen receptor 2 (ER beta) [Source:HGNC Symbol;Acc:3468],1.0,1.0,1.0,1.0
23,23,ACE,0.0074839039875977,AD,ENSG00000159640,Tier 1,ACE,17,61554422.0,61599205.0,1.0,angiotensin I converting enzyme [Source:HGNC Symbol;Acc:2707],13.0,1.0,1.0,1.0
23,23,ACE,0.0074839039875977,SCZ,ENSG00000159640,Tier 1,ACE,17,61554422.0,61599205.0,1.0,angiotensin I converting enzyme [Source:HGNC Symbol;Acc:2707],13.0,1.0,1.0,1.0
24,24,CNTN4,0.007368725529636,AnorexiaNervosa,ENSG00000144619,Tier 3A,CNTN4,3,2140497.0,3099645.0,1.0,contactin 4 [Source:HGNC Symbol;Acc:2174],2.0,1.0,1.0,1.0
24,24,CNTN4,0.007368725529636,BipolarDisorder,ENSG00000144619,Tier 3A,CNTN4,3,2140497.0,3099645.0,1.0,contactin 4 [Source:HGNC Symbol;Acc:2174],2.0,1.0,1.0,1.0
24,24,CNTN4,0.007368725529636,MajorDepressiveDisorder,ENSG00000144619,Tier 3A,CNTN4,3,2140497.0,3099645.0,1.0,contactin 4 [Source:HGNC Symbol;Acc:2174],2.0,1.0,1.0,1.0
24,24,CNTN4,0.007368725529636,OCD,ENSG00000144619,Tier 3A,CNTN4,3,2140497.0,3099645.0,1.0,contactin 4 [Source:HGNC Symbol;Acc:2174],2.0,1.0,1.0,1.0
24,24,CNTN4,0.007368725529636,RestlessLeg,ENSG00000144619,Tier 3A,CNTN4,3,2140497.0,3099645.0,1.0,contactin 4 [Source:HGNC Symbol;Acc:2174],2.0,1.0,1.0,1.0
24,24,CNTN4,0.007368725529636,SCZ,ENSG00000144619,Tier 3A,CNTN4,3,2140497.0,3099645.0,1.0,contactin 4 [Source:HGNC Symbol;Acc:2174],2.0,1.0,1.0,1.0
24,24,CNTN4,0.007368725529636,Tourette,ENSG00000144619,Tier 3A,CNTN4,3,2140497.0,3099645.0,1.0,contactin 4 [Source:HGNC Symbol;Acc:2174],2.0,1.0,1.0,1.0
25,25,SCN2A,0.0059627012655133,BipolarDisorder,ENSG00000136531,Tier 1,SCN2A,2,166095912.0,166248818.0,1.0,"sodium channel, voltage-gated, type II, alpha subunit [Source:HGNC Symbol;Acc:10588]",1.0,1.0,1.0,1.0
26,26,SCN1A,0.0059627012655133,Epilepsy,ENSG00000144285,Tier 1,SCN1A,2,166845670.0,166984523.0,-1.0,"sodium channel, voltage-gated, type I, alpha subunit [Source:HGNC Symbol;Acc:10585]",6.0,1.0,1.0,1.0
27,27,CR1,0.0054851511180279,AD,ENSG00000203710,Tier 3A,CR1,1,207669492.0,207813992.0,1.0,complement component (3b/4b) receptor 1 (Knops blood group) [Source:HGNC Symbol;Acc:2334],8.0,1.0,1.0,1.0
29,29,GRM5,0.0051282051282051,BipolarDisorder,ENSG00000168959,Tier 1,GRM5,11,88237744.0,88799113.0,-1.0,"glutamate receptor, metabotropic 5 [Source:HGNC Symbol;Acc:4597]",10.0,1.0,1.0,1.0
29,29,GRM5,0.0051282051282051,MajorDepressiveDisorder,ENSG00000168959,Tier 1,GRM5,11,88237744.0,88799113.0,-1.0,"glutamate receptor, metabotropic 5 [Source:HGNC Symbol;Acc:4597]",10.0,1.0,1.0,1.0
30,30,SORL1,0.0051282051282051,AD,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
31,31,AKT3,0.0051282051282051,AnorexiaNervosa,ENSG00000117020,Tier 1,AKT3,1,243651535.0,244014381.0,-1.0,v-akt murine thymoma viral oncogene homolog 3 [Source:HGNC Symbol;Acc:393],1.0,1.0,1.0,1.0
31,31,AKT3,0.0051282051282051,SCZ,ENSG00000117020,Tier 1,AKT3,1,243651535.0,244014381.0,-1.0,v-akt murine thymoma viral oncogene homolog 3 [Source:HGNC Symbol;Acc:393],1.0,1.0,1.0,1.0
34,34,MAPT,0.0051282051282051,AD,ENSG00000186868,Tier 1,MAPT,17,43971748.0,44105700.0,1.0,microtubule-associated protein tau [Source:HGNC Symbol;Acc:6893],19.0,1.0,1.0,1.0
34,34,MAPT,0.0051282051282051,MajorDepressiveDisorder,ENSG00000186868,Tier 1,MAPT,17,43971748.0,44105700.0,1.0,microtubule-associated protein tau [Source:HGNC Symbol;Acc:6893],19.0,1.0,1.0,1.0
34,34,MAPT,0.0051282051282051,PD,ENSG00000186868,Tier 1,MAPT,17,43971748.0,44105700.0,1.0,microtubule-associated protein tau [Source:HGNC Symbol;Acc:6893],19.0,1.0,1.0,1.0
34,34,MAPT,0.0051282051282051,PSP,ENSG00000186868,Tier 1,MAPT,17,43971748.0,44105700.0,1.0,microtubule-associated protein tau [Source:HGNC Symbol;Acc:6893],19.0,1.0,1.0,1.0
34,34,MAPT,0.0051282051282051,SCZ,ENSG00000186868,Tier 1,MAPT,17,43971748.0,44105700.0,1.0,microtubule-associated protein tau [Source:HGNC Symbol;Acc:6893],19.0,1.0,1.0,1.0
37,37,CNTNAP2,0.0051282051282051,AD,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
40,40,ATP2A2,0.0051282051282051,MajorDepressiveDisorder,ENSG00000174437,Tier 3B,ATP2A2,12,110718561.0,110788898.0,1.0,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:HGNC Symbol;Acc:812]",2.0,1.0,1.0,1.0
40,40,ATP2A2,0.0051282051282051,SCZ,ENSG00000174437,Tier 3B,ATP2A2,12,110718561.0,110788898.0,1.0,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:HGNC Symbol;Acc:812]",2.0,1.0,1.0,1.0
43,43,TBK1,0.0049566264957366,ALS,ENSG00000183735,Tier 1,TBK1,12,64845660.0,64895888.0,1.0,TANK-binding kinase 1 [Source:HGNC Symbol;Acc:11584],0.0,1.0,1.0,1.0
44,44,STK39,0.0049566264957366,PD,ENSG00000198648,Tier 2,STK39,2,168810530.0,169104651.0,-1.0,serine threonine kinase 39 [Source:HGNC Symbol;Acc:17717],2.0,1.0,1.0,1.0
49,49,MAPK3,0.0046870481691116,MS,ENSG00000102882,Tier 1,MAPK3,16,30125426.0,30134827.0,-1.0,mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:6877],1.0,1.0,1.0,1.0
50,50,MAPK1,0.0046870481691116,MS,ENSG00000100030,Tier 1,MAPK1,22,22108789.0,22221970.0,-1.0,mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:6871],1.0,1.0,1.0,1.0
52,52,LRP8,0.0046481224818576,SCZ,ENSG00000157193,Tier 3A,LRP8,1,53711217.0,53793742.0,-1.0,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor [Source:HGNC Symbol;Acc:6700]",1.0,1.0,1.0,1.0
60,60,BDNF,0.0042639692114829,RestlessLeg,ENSG00000176697,Tier 3A,BDNF,11,27676440.0,27743605.0,-1.0,brain-derived neurotrophic factor [Source:HGNC Symbol;Acc:1033],15.0,1.0,1.0,1.0
75,75,PTPRD,0.0035577392219433,MajorDepressiveDisorder,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
75,75,PTPRD,0.0035577392219433,RestlessLeg,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
75,75,PTPRD,0.0035577392219433,SCZ,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
76,76,PTPRF,0.0035577392219433,AnorexiaNervosa,ENSG00000142949,Tier 2,PTPRF,1,43990858.0,44089343.0,1.0,"protein tyrosine phosphatase, receptor type, F [Source:HGNC Symbol;Acc:9670]",2.0,1.0,1.0,1.0
76,76,PTPRF,0.0035577392219433,BipolarDisorder,ENSG00000142949,Tier 2,PTPRF,1,43990858.0,44089343.0,1.0,"protein tyrosine phosphatase, receptor type, F [Source:HGNC Symbol;Acc:9670]",2.0,1.0,1.0,1.0
76,76,PTPRF,0.0035577392219433,MajorDepressiveDisorder,ENSG00000142949,Tier 2,PTPRF,1,43990858.0,44089343.0,1.0,"protein tyrosine phosphatase, receptor type, F [Source:HGNC Symbol;Acc:9670]",2.0,1.0,1.0,1.0
76,76,PTPRF,0.0035577392219433,OCD,ENSG00000142949,Tier 2,PTPRF,1,43990858.0,44089343.0,1.0,"protein tyrosine phosphatase, receptor type, F [Source:HGNC Symbol;Acc:9670]",2.0,1.0,1.0,1.0
76,76,PTPRF,0.0035577392219433,SCZ,ENSG00000142949,Tier 2,PTPRF,1,43990858.0,44089343.0,1.0,"protein tyrosine phosphatase, receptor type, F [Source:HGNC Symbol;Acc:9670]",2.0,1.0,1.0,1.0
76,76,PTPRF,0.0035577392219433,Tourette,ENSG00000142949,Tier 2,PTPRF,1,43990858.0,44089343.0,1.0,"protein tyrosine phosphatase, receptor type, F [Source:HGNC Symbol;Acc:9670]",2.0,1.0,1.0,1.0
85,85,JAG1,0.0028893455419571,MajorDepressiveDisorder,ENSG00000101384,Tier 3A,JAG1,20,10618332.0,10654694.0,-1.0,jagged 1 [Source:HGNC Symbol;Acc:6188],1.0,1.0,1.0,1.0
85,85,JAG1,0.0028893455419571,MigraineDisorder,ENSG00000101384,Tier 3A,JAG1,20,10618332.0,10654694.0,-1.0,jagged 1 [Source:HGNC Symbol;Acc:6188],1.0,1.0,1.0,1.0
93,93,ADCY2,0.0028655758318035,BipolarDisorder,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
93,93,ADCY2,0.0028655758318035,MajorDepressiveDisorder,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
93,93,ADCY2,0.0028655758318035,SCZ,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
95,95,PTPRG,0.0028568952332169,MajorDepressiveDisorder,ENSG00000144724,Tier 3A,PTPRG,3,61547243.0,62283288.0,1.0,"protein tyrosine phosphatase, receptor type, G [Source:HGNC Symbol;Acc:9671]",0.0,1.0,1.0,1.0
96,96,VRK2,0.0028226643806774,AD,ENSG00000028116,Tier 1,VRK2,2,58134786.0,58387055.0,1.0,vaccinia related kinase 2 [Source:HGNC Symbol;Acc:12719],2.0,1.0,1.0,1.0
96,96,VRK2,0.0028226643806774,AnorexiaNervosa,ENSG00000028116,Tier 1,VRK2,2,58134786.0,58387055.0,1.0,vaccinia related kinase 2 [Source:HGNC Symbol;Acc:12719],2.0,1.0,1.0,1.0
96,96,VRK2,0.0028226643806774,BipolarDisorder,ENSG00000028116,Tier 1,VRK2,2,58134786.0,58387055.0,1.0,vaccinia related kinase 2 [Source:HGNC Symbol;Acc:12719],2.0,1.0,1.0,1.0
96,96,VRK2,0.0028226643806774,Epilepsy,ENSG00000028116,Tier 1,VRK2,2,58134786.0,58387055.0,1.0,vaccinia related kinase 2 [Source:HGNC Symbol;Acc:12719],2.0,1.0,1.0,1.0
96,96,VRK2,0.0028226643806774,MajorDepressiveDisorder,ENSG00000028116,Tier 1,VRK2,2,58134786.0,58387055.0,1.0,vaccinia related kinase 2 [Source:HGNC Symbol;Acc:12719],2.0,1.0,1.0,1.0
96,96,VRK2,0.0028226643806774,OCD,ENSG00000028116,Tier 1,VRK2,2,58134786.0,58387055.0,1.0,vaccinia related kinase 2 [Source:HGNC Symbol;Acc:12719],2.0,1.0,1.0,1.0
96,96,VRK2,0.0028226643806774,SCZ,ENSG00000028116,Tier 1,VRK2,2,58134786.0,58387055.0,1.0,vaccinia related kinase 2 [Source:HGNC Symbol;Acc:12719],2.0,1.0,1.0,1.0
96,96,VRK2,0.0028226643806774,Tourette,ENSG00000028116,Tier 1,VRK2,2,58134786.0,58387055.0,1.0,vaccinia related kinase 2 [Source:HGNC Symbol;Acc:12719],2.0,1.0,1.0,1.0
102,102,APOB,0.0027471186967071,AD,ENSG00000084674,Tier 1,APOB,2,21224301.0,21266945.0,-1.0,apolipoprotein B [Source:HGNC Symbol;Acc:603],36.0,1.0,1.0,1.0
120,120,MMP3,0.0027366885812733,AD,ENSG00000149968,Tier 1,MMP3,11,102706532.0,102714534.0,-1.0,"matrix metallopeptidase 3 (stromelysin 1, progelatinase) [Source:HGNC Symbol;Acc:7173]",7.0,1.0,1.0,1.0
123,123,PRKCE,0.0027366885812733,AD,ENSG00000171132,Tier 1,PRKCE,2,45878484.0,46415129.0,1.0,"protein kinase C, epsilon [Source:HGNC Symbol;Acc:9401]",5.0,1.0,1.0,1.0
130,130,IDE,0.0027366885812733,ALS,ENSG00000119912,Tier 2,IDE,10,94211441.0,94333833.0,-1.0,insulin-degrading enzyme [Source:HGNC Symbol;Acc:5381],10.0,1.0,1.0,1.0
136,136,ITGA1,0.0027304004951389,SCZ,ENSG00000213949,Tier 3A,ITGA1,5,52083730.0,52255040.0,1.0,"integrin, alpha 1 [Source:HGNC Symbol;Acc:6134]",1.0,1.0,1.0,1.0
139,139,ITGA2B,0.0027304004951389,AD,ENSG00000005961,Tier 1,ITGA2B,17,42449548.0,42466873.0,-1.0,"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41) [Source:HGNC Symbol;Acc:6138]",1.0,1.0,1.0,1.0
139,139,ITGA2B,0.0027304004951389,PD,ENSG00000005961,Tier 1,ITGA2B,17,42449548.0,42466873.0,-1.0,"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41) [Source:HGNC Symbol;Acc:6138]",1.0,1.0,1.0,1.0
144,144,ITGA8,0.0027304004951389,PD,ENSG00000077943,Tier 3A,ITGA8,10,15555948.0,15762124.0,-1.0,"integrin, alpha 8 [Source:HGNC Symbol;Acc:6144]",0.0,1.0,1.0,1.0
152,152,ITGB5,0.0027304004951389,MigraineDisorder,ENSG00000082781,Tier 1,ITGB5,3,124480795.0,124620265.0,-1.0,"integrin, beta 5 [Source:HGNC Symbol;Acc:6160]",0.0,1.0,1.0,1.0
160,160,GALR1,0.002719590357069,MajorDepressiveDisorder,ENSG00000166573,Tier 3A,GALR1,18,74962505.0,74980858.0,1.0,galanin receptor 1 [Source:HGNC Symbol;Acc:4132],0.0,1.0,1.0,1.0
161,161,TREM2,0.0026869527559493,AD,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
163,163,SCARB1,0.0026869527559493,AD,ENSG00000073060,Tier 2,SCARB1,12,125261402.0,125367214.0,-1.0,"scavenger receptor class B, member 1 [Source:HGNC Symbol;Acc:1664]",6.0,1.0,1.0,1.0
166,166,LRP4,0.0026869527559493,MigraineDisorder,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
169,169,LRP1,0.0026869527559493,MigraineDisorder,ENSG00000123384,Tier 3A,LRP1,12,57522276.0,57607134.0,1.0,low density lipoprotein receptor-related protein 1 [Source:HGNC Symbol;Acc:6692],7.0,1.0,1.0,1.0
170,170,LDLR,0.0026869527559493,AD,ENSG00000130164,Tier 2,LDLR,19,11200038.0,11244492.0,1.0,low density lipoprotein receptor [Source:HGNC Symbol;Acc:6547],21.0,1.0,1.0,1.0
175,175,PSG7,0.0026397034751602,AD,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
176,176,PSG9,0.0026397034751602,AD,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
178,178,ANXA1,0.0025828797844308,SCZ,ENSG00000135046,Tier 3A,ANXA1,9,75766673.0,75785309.0,1.0,annexin A1 [Source:HGNC Symbol;Acc:533],0.0,1.0,1.0,1.0
181,181,TGFB1,0.0025117217109257,AD,ENSG00000105329,Tier 1,TGFB1,19,41807492.0,41859816.0,-1.0,"transforming growth factor, beta 1 [Source:HGNC Symbol;Acc:11766]",1.0,1.0,1.0,1.0
181,181,TGFB1,0.0025117217109257,MigraineDisorder,ENSG00000105329,Tier 1,TGFB1,19,41807492.0,41859816.0,-1.0,"transforming growth factor, beta 1 [Source:HGNC Symbol;Acc:11766]",1.0,1.0,1.0,1.0
182,182,SPON1,0.0025117217109257,AD,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
